Snake,id_part,id_node,source_id,ra,dec,parallax,pmra,pmdec,radial_velocity,radial_velocity_error,parallax_error,pmra_error,pmdec_error,parallax_pmra_corr,parallax_pmdec_corr
0,layer10_83457,,3414050330856928768,78.36448994332801,20.575585334634923,3.5790594649500456,0.3225979697044279,-6.640260241463705,,,0.21602961,0.27611652,0.16924086,0.0039363797,0.35102913
0,layer10_83457,,3414053835550650368,78.3900888532383,20.711501588798846,3.342367260935609,-1.5119398565745,-6.715369805333865,,,0.32627136,0.4414185,0.26980433,0.27532262,0.23278117
0,layer10_83457,,3414191789900585344,78.94509320139109,21.227299926937903,3.2591096438366063,-0.9243600602176002,-6.550319467827459,,,0.229486,0.2580065,0.16701119,-0.09672711,0.4249702
0,layer10_83457,,3414246597979199744,78.1835818724513,21.462078305320293,2.8736835879513247,-0.0577672520975574,-7.039405996157678,26.788082,4.061408,0.032479506,0.037040405,0.023974786,0.080956966,0.3362235
0,layer10_83457,,3414270237479232512,78.89124079361433,21.699550245463254,3.476453708815048,-0.7692284291971816,-6.8820384982338565,,,0.054449428,0.06373447,0.044804595,0.121595696,0.27462777
0,layer10_83457,,3414318096298444416,80.17301543622705,21.1152061774697,3.244608161430856,-0.5145237002321219,-6.496591713959686,,,0.2820849,0.29355416,0.20137699,0.115873404,0.3928225
0,layer10_83457,,3414396848819964160,79.78556506872792,21.674370869729245,3.301469738838806,-0.979328231286203,-7.392618938476563,,,0.14077833,0.16895255,0.103646524,-0.07125336,0.33919474
0,layer10_83457,,3414405198236072576,80.09790685633268,21.64414512105653,3.189497085788367,-0.6931837609828031,-6.689229743608364,,,0.171138,0.18234372,0.1274948,-0.19946723,0.4471986
0,layer10_83457,,3414592360026719104,79.31473485701306,21.659945693564,3.3546343959841582,-0.0904610239211297,-6.76563020353309,,,0.15150386,0.21771982,0.13948949,0.24467608,-0.001664314
0,layer10_83457,,3414631942445193216,79.57422832238755,22.063398735101792,3.3503655618762425,-0.8735733244543391,-6.215635780819803,11.794932,2.7217162,0.028670108,0.034708507,0.019344846,-0.32485935,0.38167068
0,layer10_83457,,3414657609169615232,79.14312251306022,21.994456916916583,3.176755112493596,-0.5570893769544327,-6.638169611539166,,,0.122806594,0.15072525,0.09666183,-0.12421239,0.20245877
0,layer10_83457,,3414807589427435648,79.50941882488912,22.684844475662896,3.276797406797138,-0.6248144504473268,-7.217329958331496,23.972536,6.678862,0.015975688,0.021196457,0.014812676,0.16040833,0.346721
0,layer10_83457,,3414868848543932672,77.41127974632363,21.047177253040044,2.8035024633433374,0.4405959015959919,-5.697773219464191,,,0.105583996,0.11636864,0.080726735,-0.11788897,0.35476717
0,layer10_83457,,3414903070844841344,77.7602958899596,21.32684474375688,3.197083562616547,-0.3667129855556235,-6.748164515743254,,,0.22656466,0.26913244,0.16448376,0.4118744,0.27410626
0,layer10_83457,,3414914482571814144,77.587287043116,21.44980546419444,3.542267991384715,0.7528213552795615,-7.443845667173981,,,0.32030344,0.46225694,0.3231399,0.20576648,-0.0064835376
0,layer10_83457,,3414920839125138048,77.61317859018739,21.520828784535524,3.0206637534801395,-0.015923367976013,-6.41365060589509,,,0.07294311,0.08702059,0.056566477,0.26518127,0.19548051
0,layer10_83457,,3414922484097646976,77.6128312323397,21.60047980107744,3.770552016933841,-0.4972351415671233,-8.112012224208144,,,0.09821373,0.121761315,0.07950923,0.21587515,0.14102764
0,layer10_83457,,3414924270801794816,77.71180883246862,21.64365928063924,2.9953779052354714,0.040849008132798,-6.490944527660608,21.315853,3.3276756,0.016919047,0.021526542,0.013865446,0.17230727,0.2595851
0,layer10_83457,,3414924275098937088,77.70820272806122,21.642352699074983,3.10027171520532,0.3926674250634265,-6.464400456819813,,,0.09393238,0.12841758,0.08240279,0.20943864,0.2178546
0,layer10_83457,,3414931525003684224,77.0121209830827,21.24833887755295,3.3959662153045804,0.6487174717461913,-6.600307223994121,,,0.10176143,0.122814946,0.08478404,-0.1477783,0.36029834
0,layer10_83457,,3414936782043581184,77.30708283522303,21.40454746619002,2.96137213935514,0.2781825689216206,-6.424947257895433,8.701972,4.763699,0.022106962,0.025972757,0.018345222,0.09990002,0.24145506
0,layer10_83457,,3414937572316642432,77.28517217561065,21.410228642058502,3.02478699994686,0.2286868273280903,-6.38993226668507,,,0.20001216,0.24636362,0.1764288,0.15601344,0.44466487
0,layer10_83457,,3414937572317565568,77.28525113563413,21.41120766515873,3.0210825777952883,0.1766126055000598,-6.315770184886232,19.668072,1.8103082,0.017087327,0.0217512,0.014933787,0.094286196,0.20998159
